OBJECTID,ID,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,ObservationDate_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_baseline,LocationNotes,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials_2023,ObservationDate_2023,Editor,SHADE,ORNAMENTAL,EVERGREEN,LONGITUDE,LATITUDE,POINT_X,POINT_Y,Scientific.Name,geometry,FORESTER
881,1053080,Honeylocust,BLITHEWOOD AVE,31,Worcester,Spring 2012,6/24/2014,FY,MFR,1,4.5,NA,,8,3.5,Alive,N,1,Good,,in front of unit 806,FY,MFR,5.6,54,NA,NA,20.2,25.5,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178365.887,887420.1494,-71.76210569,42.23694239,Gleditsia triacanthos,,AP
882,1053078,Honeylocust,BLITHEWOOD AVE,31,Worcester,Spring 2012,6/24/2014,FY,MFR,1,4.5,NA,,9.5,2.2,Alive,N,1,Fair,,in front of building inbetween 806 and 805,FY,MFR,7.2,54,NA,NA,23.2,17.5,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178369.9136,887429.8639,-71.76205726,42.23702996,Gleditsia triacanthos,,AP
883,1053675,Serbian Spruce,BLITHEWOOD AVE,31,Worcester,Spring 2012,2/7/2015,FY,MFR,1.1,,0,,13.67,5.79,Alive,N,1,Good,,behind garage for 28 and 27,BY,MFR,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,"KS, TH",10/18/2023,JaAndrews_clarku,0,0,1,178314.2471,887430.0168,-71.76273169,42.23702979,Picea omorika,,AP
884,1053075,Honeylocust,BLITHEWOOD AVE,31,Worcester,Spring 2012,6/24/2014,FY,MFR,1,4.5,NA,,10,4.35,Alive,N,1,Fair,,in front of 804,FY,MFR,6,44,NA,NA,19.9,17,Alive,Y,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178375.6146,887437.1402,-71.76198847,42.23709562,Gleditsia triacanthos,,AP
885,1054756,Blackgum,BLITHEWOOD AVE,31,Worcester,Spring 2012,2/7/2015,FY,MFR,0.7,,0,,13.17,3.54,Alive,N,1,Fair,"weed wacker damage, trunk damage",between units 503 and garage,FY,MFR,1.3,22,1.6,22,6,6,Alive,N,1,Good,Has been cut to look like a bush,"KS, TH",9/16/2023,THonnef_clarku,0,1,0,178301.0924,887444.4882,-71.7628916,42.23715971,Nyssa sylvatica,,AP
886,1052668,Serbian Spruce,BLITHEWOOD AVE,31,Worcester,Spring 2012,2/7/2015,FY,MFR,0, ,0, ,0,0,NA,N,NA,, ,behind large parking lot in middle of complex,FY,MFR,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,0,0,1,178337.3351,887457.5423,NA,NA,Picea omorika,,AP
887,1054757,Fraser Fir,BLITHEWOOD AVE,31,Worcester,Spring 2012,2/7/2015,FY,MFR,1.5,,0,,13.67,5.54,Alive,N,1,Good,,behind garage for 85,BY,MFR,4.8,54,NA,NA,14.1,12.5,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,0,0,1,178344.8551,887463.9797,-71.76236213,42.23733641,Abies fraseri,,AP
888,1054754,Balsam Fir,BLITHEWOOD AVE,31,Worcester,Spring 2012,2/7/2015,FY,MFR,1.9,,0,,16.33,5.83,Alive,N,1,Good,,between units 603 and 501,FY,MFR,7.2,54,NA,NA,21.8,16,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,0,0,1,178314.3214,887472.3328,-71.76273237,42.23741076,Abies balsamea,,AP
889,1054755,Beech,BLITHEWOOD AVE,31,Worcester,Spring 2012,2/7/2015,FY,MFR,0.6,3,0,,3.08,2.46,Alive,N,1,Poor,,near dumpsters and garage for 88,SY,MFR,1.8,26,NA,NA,3,4,Alive,N,1,Poor,Has been topped ,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178371.2428,887481.2453,-71.76204307,42.23749258,Fagus sylvatica,,AP
890,1054317,Honeylocust,BLITHEWOOD AVE,31,Worcester,Spring 2012,2/7/2015,FY,MFR,1,,0,,10,3.71,Alive,N,1,Fair,,in front of unit 1001,FY,MFR,1.7,54,NA,NA,9,13,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178380.6814,887529.8726,-71.76193053,42.23793063,Gleditsia triacanthos,,AP
891,1052670,Swamp White Oak,BLITHEWOOD AVE,31,Worcester,Spring 2012,2/7/2015,FY,MFR,1.1,,0,,16.08,3.25,Alive,N,1,Fair,Insect damage,between units 701 and 1206,SY,MFR,5.2,54,NA,NA,22,18,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178340.5735,887537.4259,-71.76241674,42.23799752,Quercus bicolor,,AP
3605,13151,Honeylocust,HITCHCOCK RD,57,Worcester,Fall 2011,6/18/2015,FY,SFR-A,0, ,0, ,0,0,NA,N,NA,, ,right side of steps right of garage,FY,SFR-A,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,1,0,0,173153.5254,888259.1381,NA,NA,Gleditsia triacanthos,,DC
3606,13152,Hornbeam,HITCHCOCK RD,57,Worcester,Fall 2011,6/18/2015,BY,SFR-A,0, ,0, ,0,0,NA,N,NA,, ,right side of house as close to fence as possible,BY,SFR-A,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,1,0,0,173157.9016,888264.7776,NA,NA,Carpinus betulus,,DC
3607,13153,Hornbeam,HITCHCOCK RD,57,Worcester,Fall 2011,6/18/2015,BY,SFR-A,0, ,0, ,0,0,NA,N,NA,, ,right side of house as close to fence as possible,BY,SFR-A,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,1,0,0,173161.754,888272.0687,NA,NA,Carpinus betulus,,DC
3862,2453,Japanese Tree Lilac,INDIANA ST,21,Worcester,Fall 2010,6/7/2015,BY,SFR-D,3.2,,0,,15.83,7.71,Alive,N,1,Good,,back yd to the rt in the center of island garden,BY,SFR-D,9,Appears to have a disease ,NA,NA,19.2,14,Alive,N,3,Fair,Appears to have ad,"KS, TH",9/16/2023,THonnef_clarku,0,0,1,177097.7709,888361.7435,-71.77750641,42.24538341,Syringa reticulata,,DC
3863,2461,Dawn Redwood,INDIANA ST,29,Worcester,Fall 2010,6/7/2015,BY,SFR-D,1.4,,0,,11,7.67,Alive,N,1,Good,,back yd to the lt - next to tiny shed,BY,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,177121.3495,888403.0468,-71.77722234,42.24575595,Metasequoia glyptostroboides,,DC
3868,15359,Snow Goose Cherry,INDIANA ST,29,Worcester,Spring 2011,6/7/2015,FY,SFR-D,4.3,,0,,14.83,12.71,Alive,N,1,Good,,front yd centered on lt side windows and between rd and house,FY,SFR-D,13.1,43,NA,NA,18,23,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,0,1,0,177101.0068,888411.9353,-71.77746918,42.24583537,prunus serrulata,,MW
3869,2465,Serviceberry,INDIANA ST,29,Worcester,Fall 2010,6/7/2015,BY,SFR-D,1.4,,1.2,,8.83,8.67,Alive,N,1,Good,,back yd between DR and large Existing tree,SY,SFR-D,3.4,46,2.2,54,15.6,17,Alive,N,2,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,0,0,1,177116.7905,888413.1174,-71.77727798,42.24584648,Amelanchier spp.,,DC
3873,2462,Kousa Dogwood,INDIANA ST,29,Worcester,Fall 2010,6/7/2015,FY,SFR-D,1,,0,,9.67,5.25,Alive,Y,1,Fair,"Lots of basal sprouting, staked",front yd lt side 3 in a triangle to match shape of rd,SY,SFR-D,2.1,46,NA,NA,10.5,8,Alive,Y,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,0,1,0,177102.8104,888423.2872,-71.77744778,42.24593763,Cornus kousa,,DC
3874,2464,Kousa Dogwood,INDIANA ST,29,Worcester,Fall 2010,6/7/2015,FY,SFR-D,1,,0,,8.17,6.58,Alive,Y,1,Fair,"Leaning, staked",front yd lt side 3 in a triangle to match shape of rd,SY,SFR-D,1.8,54,NA,NA,9,6,Alive,N,2,Fair,NA,"KS, TH",9/16/2023,THonnef_clarku,0,1,0,177110.5371,888423.3863,-71.77735416,42.24593875,Cornus kousa,,DC
3875,2463,Kousa Dogwood,INDIANA ST,29,Worcester,Fall 2010,6/7/2015,FY,SFR-D,1.8,,0,,11,6.75,Alive,Y,1,Good,,front yd lt side 3 in a triangle to match shape of rd,SY,SFR-D,4.6,42,NA,NA,12.6,13,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,0,1,0,177106.3102,888428.1978,-71.77740556,42.24598194,Cornus kousa,,DC
6754,12892,Ginkgo,PURITAN AVE,127,Worcester,Fall 2011,6/7/2015,FY,SFR-D,1,,0,,8,4.04,Alive,Y,1,Fair,"Leaning, lichen",left side of yard front corner near neighbor's driveway 20x20',SY,SFR-D,2.3,54,2.7,54,16.1,16.5,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,177113.9531,888915.0022,-71.77733213,42.25036484,Ginkgo biloba,,MW
3206,1054101,Zelkova,GRAFTON ST,575,Worcester,Spring 2012,6/7/2015,FY,SFR-D,1.5,,0,,12,4.83,Alive,N,1,Good,"Damage at base, could use some mulch",Front yard right side 15' off side walk 10' off house,FY,SFR-D,4.4,54,NA,NA,16.9,10,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,0,1,0,177263.5639,888921.5709,-71.77551943,42.25042834,Zelkova serrata,,DC
6755,12893,Honeylocust,PURITAN AVE,127,Worcester,Fall 2011,6/7/2015,BY,SFR-D,2.1,,0,,15.83,12.17,Alive,Y,1,Good,,15' in from the back of driveway 10' out from driveway,BY,SFR-D,9,54,NA,NA,30.1,42,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,177095.2213,888925.6444,-71.77755954,42.2504601,Gleditsia triacanthos,,MW
6756,12891,Colorado Spruce,PURITAN AVE,127,Worcester,Fall 2011,6/7/2015,Natural Area,SFR-D,0, ,0, ,0,0,NA,N,NA,, ,left of driveway 10'x10' from planting bed,Natural Area,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,0,0,1,177108.7671,888926.8218,NA,NA,Picea pungens,,MW
438,11827,Yellowwood,BANGOR ST,19,Worcester,Fall 2011,6/24/2014,BY,MFR,NA, ,NA, ,NA,NA,NA,N,NA,, ,Left side of backyard 10' from deck,BY,MFR,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,1,0,0,178119.318,889066.0769,NA,NA,Cladrastis kentukea,,NT
439,13611,Hophornbeam,BANGOR ST,19,Worcester,Spring 2011,6/24/2014,FY,MFR,NA, ,NA, ,NA,NA,NA,N,NA,, ,Front yard centered between driveways,FY,MFR,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,1,0,0,178137.4762,889082.0411,NA,NA,Ostrya virginiana,,MW
934,13780,Snow Goose Cherry,BOSTON AVE,67,Worcester,Spring 2011,6/24/2014,FY,SFR-D,2.5,4.5,NA,,13,11.4,Alive,N,1,Good,,right front side of house 5ft off foundation,FY,SFR-D,9.3,54,NA,NA,21,23,Alive,N,2,Fair,NA,"KS, TH",9/16/2023,THonnef_clarku,0,1,0,178461.8751,889372.5985,-71.76101515,42.25452284,prunus serrulata,,NT
935,13781,Snow Goose Cherry,BOSTON AVE,67,Worcester,Spring 2011,6/24/2014,BY,SFR-D,1.8,4.5,NA,,14,10.2,Alive,N,1,Good,very close to house,spaced 5 by 5 ft in corner across from japanese maple,BY,SFR-D,9.5,54,NA,NA,24.9,23,Alive,N,2,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,0,1,0,178476.082,889377.0745,-71.76084314,42.25456353,prunus serrulata,,NT
936,1322,Dawn Redwood,BOSTON AVE,67,Worcester,Fall 2010,6/24/2014,FY,SFR-D,1,4.5,NA,,8.5,4.1,Alive,N,1,Good,,10 to 15ft off left corner of house toward road,FY,SFR-D,3.7,54,NA,NA,15.7,11.5,Alive,N,1,Fair,Yellowing leaves ,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178458.7672,889383.2308,-71.7610532,42.25461848,Metasequoia glyptostroboides,,CP
937,1321,Blackgum,BOSTON AVE,67,Worcester,Fall 2010,6/24/2014,FY,SFR-D,1.25,1,NA,,10,5.6,Alive,N,1,Good,,centered btw house & arbs 5ft towards road from corner of house,SY,SFR-D,3.7,54,NA,NA,13.8,17.5,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,0,1,0,178466.5596,889388.7439,-71.76095897,42.25466833,Nyssa sylvatica,,CP
938,1323,Ginkgo,BOSTON AVE,67,Worcester,Fall 2010,6/24/2014,BY,SFR-D,1.15,4.5,NA,,10.4,4.05,Alive,N,1,Good,,backyd lt corner about 10' out from arbs,BY,SFR-D,2.8,54,NA,NA,12.8,10.5,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178480.2703,889390.8036,-71.76079289,42.25468725,Ginkgo biloba,,CP
2055,12576,Cherry,CLIVE ST,1,Worcester,Fall 2011,6/23/2014,BY,SFR-A,2.4,4.5,NA,,15,7.85,Alive,N,1,Good,,lt side of house in fenced area - 2 SC along lt prop line near front,BY,SFR-A,7.7,54,NA,NA,18,12.5,Alive,Y,3,Fair,NA,JA CK,9/14/2023,JaAndrews_clarku,0,1,0,172483.3582,889525.7312,-71.83347389,42.25571392,Prunus spp.,,CP
2056,12577,Cherry,CLIVE ST,1,Worcester,Fall 2011,6/23/2014,BY,SFR-A,2.2,4.5,NA,,12,8.8,Alive,N,1,Good,,lt side of house in fenced area - 2 SC along lt prop line near front,BY,SFR-A,11.2,40,NA,NA,24.1,23,Alive,N,4,Fair,NA,JA CK,9/14/2023,JaAndrews_clarku,0,1,0,172486.8845,889530.6789,-71.83343139,42.25575858,Prunus spp.,,CP
764,12552,American Linden,BIRD ST,14,Worcester,Fall 2011,6/24/2014,BY,SFR-D,1.55,4.5,NA,,15,7.6,Alive,N,1,Good,,right side property line near swamp,SY,SFR-D,8.1,54,NA,NA,27,23,Alive,Y,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178571.5357,889584.9929,-71.75969404,42.25643803,Tilia americana,,AP
765,1052926,Blackgum,BIRD ST,25,Worcester,Spring 2012,6/24/2014,BY,SFR-D,1,4.5,NA,,10,4.6,Alive,N,1,Good,overgrown with invasive species,at very beginning of drive to the left in wet area,SY,SFR-D,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,"KS, TH",9/16/2023,THonnef_clarku,0,1,0,178583.8137,889586.7642,-71.75954531,42.25645431,Nyssa sylvatica,,DC
766,12550,Dawn Redwood,BIRD ST,14,Worcester,Fall 2011,6/24/2014,BY,SFR-D,1.2,4.5,NA,,10.5,7.85,Alive,N,1,Good,,right side of house 8ft off,FY,SFR-D,8,54,NA,NA,40.1,30.5,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178555.5664,889589.7213,-71.75988775,42.25648016,Metasequoia glyptostroboides,,AP
768,1052920,Blackgum,BIRD ST,25,Worcester,Spring 2012,6/24/2014,BY,SFR-D,1.2,1,NA,,8.5,5.1,Alive,N,1,Good,overgrown with invasive species,at very beginning of drive to the left in wet area,SY,SFR-D,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,"KS, TH",9/16/2023,THonnef_clarku,0,1,0,178582.8126,889594.7013,-71.75955773,42.25652574,Nyssa sylvatica,,DC
769,12551,Hophornbeam,BIRD ST,14,Worcester,Fall 2011,6/24/2014,BY,SFR-D,1.2,1,NA,,9.5,5.8,Alive,N,1,Good,,right side property line between linden,BY,SFR-D,2.5,54,1.6,54,24,20,Alive,N,1,Fair,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178569.6692,889596.572,-71.75971709,42.25654222,Ostrya virginiana,,AP
771,1052922,Blackgum,BIRD ST,25,Worcester,Spring 2012,6/24/2014,BY,SFR-D,NA, ,NA, ,NA,NA,NA,N,NA,,overgrown with invasive species,at very beginning of drive to the left in wet area,BY,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,0,1,0,178579.1312,889603.9732,NA,NA,Nyssa sylvatica,,DC
772,1052932,Blackgum,BIRD ST,25,Worcester,Spring 2012,6/24/2014,BY,SFR-D,NA, ,NA, ,NA,NA,NA,N,NA,,overgrown with invasive species,at very beginning of drive to the left in wet area,BY,SFR-D,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,0,1,0,178576.1743,889606.2896,NA,NA,Nyssa sylvatica,,DC
773,12553,American Linden,BIRD ST,14,Worcester,Fall 2011,6/24/2014,BY,SFR-D,1.8,4.5,NA,,15,8.75,Alive,N,1,Good,,right side property line near swamp back right corner,BY,SFR-D,8.2,54,NA,NA,34,34,Alive,Y,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178567.6879,889607.8721,-71.75974152,42.2566439,Tilia americana,,AP
3488,14934,American Linden,HAZEL ST,16,Worcester,Spring 2011,6/24/2014,FY,SFR-D,1.75,4.5,NA,,10.5,8.25,Alive,N,1,Good,,left front yard towards driveway watch for power drop,FY,SFR-D,7.7,54,NA,NA,26,15,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178516.1425,889652.1825,-71.76036784,42.25704141,Tilia americana,,DC
3489,14935,Beech,HAZEL ST,16,Worcester,Spring 2011,6/24/2014,FY,SFR-D,1.15,4.5,NA,,9.75,5.45,Alive,N,1,Good,,right front yard centered,FY,SFR-D,6.5,54,NA,NA,15.5,16,Alive,N,1,Good,,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178528.7125,889655.633,-71.76021563,42.25707282,Fagus sylvatica,,DC
3490,14933,Fringetree,HAZEL ST,16,Worcester,Spring 2011,6/24/2014,BY,SFR-D,1,1,NA,,8,6.8,Alive,N,1,Good,,back yard left inline with maple,BY,SFR-D,2.4,54,2.5,54,14.1,15.5,Alive,N,1,Good,NA,"KS, TH",9/16/2023,THonnef_clarku,1,0,0,178509.771,889671.8801,-71.76044579,42.25721857,Chionanthus virginicus,,DC
939,1053430,Swamp White Oak,BOTANY BAY RD,80,Worcester,Spring 2012,6/17/2015,FY,SFR-A,0, ,0, ,0,0,NA,N,NA,, ,waterford unit62-66 in corner 10'off rd centered,FY,SFR-A,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,1,0,0,171840.9967,889716.7882,NA,NA,Quercus bicolor,,NT
940,1054056,Swamp White Oak,BOTANY BAY RD,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,1.6,,0,,11,4.96,Alive,N,1,Fair,Damaged by insect herbivory,waterford unit56-58 in corner 10'off rd centered,FY,SFR-A,6.85,54,NA,NA,24.8,23.5,Alive,N,1,Good,NA,JA CK,9/14/2023,JaAndrews_clarku,1,0,0,171817.3572,889731.6998,-71.84155506,42.25754451,Quercus bicolor,,NT
941,1054759,Honeylocust,BOTANY BAY RD,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,1.4,,0,,10.42,10,Alive,N,1,Good,Over-mulched,unit68-70 near oldtree spot 5'off rd centered btwn drives,FY,SFR-A,7,24,NA,NA,20.5,24,Alive,N,1,Good,NA,JA CK,9/14/2023,JaAndrews_clarku,1,0,0,171866.4956,889732.6992,-71.84095959,42.25755527,Gleditsia triacanthos,,NT
942,1053672,Honeylocust,BOTANY BAY RD,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,1.2,,0,,11.42,7.46,Alive,N,1,Good,"Damaged by insect herbivory, over-mulched",unit72-74 near oldtree spot 5'off rd centered btwn drives,FY,SFR-A,7.7,29,NA,NA,21.5,27.5,Alive,N,1,Good,NA,JA CK,9/14/2023,JaAndrews_clarku,1,0,0,171884.1548,889744.1802,-71.84074613,42.25765927,Gleditsia triacanthos,,NT
944,1053884,Honeylocust,BOTANY BAY RD,80,Worcester,Spring 2012,6/23/2014,FY,SFR-A,1.1,4.5,NA,,13,6.25,Alive,N,1,Good,,3 inline 10' from sidewalk centered on each unit,FY,SFR-A,7.95,54,NA,NA,28.4,28.5,Alive,N,1,Good,NA,JA CK,9/14/2023,JaAndrews_clarku,1,0,0,172080.5013,889775.772,-71.83836808,42.25795073,Gleditsia triacanthos,,NT
947,1053883,Honeylocust,BOTANY BAY RD,80,Worcester,Spring 2012,6/23/2014,FY,SFR-A,NA, ,NA, ,NA,NA,NA,N,NA,, ,3 inline 10' from sidewalk centered on each unit,FY,SFR-A,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,1,0,0,172069.4545,889789.5973,NA,NA,Gleditsia triacanthos,,NT
948,1053870,American Linden,BOTANY BAY RD,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,2.3,4.5,0,,13.83,5.46,Alive,N,1,Good,over mulched,unit39-41 5' off rd 20' centered between drives,FY,SFR-A,9.75,54,NA,NA,36.2,25,Alive,N,1,Good,Changed species from littleleaf linden to linden,JA CK,9/14/2023,JaAndrews_clarku,1,0,0,171879.524,889791.4907,-71.84080454,42.25808504,Tilia americana,,NT
949,1053382,Honeylocust,BOTANY BAY RD,80,Worcester,Spring 2012,6/23/2014,FY,SFR-A,NA, ,NA, ,NA,NA,NA,N,NA,, ,3 inline 10' from sidewalk centered on each unit,FY,SFR-A,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,1,0,0,172056.6286,889804.5184,NA,NA,Gleditsia triacanthos,,NT
950,1054055,Swamp White Oak,BOTANY BAY RD,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,1.2,,0,,9,7,Alive,N,1,Good,"Over-mulched, tied to a wooden stick",waterford unit37-39 in space before ca after light pole 5'rd 10'frmdri,FY,SFR-A,9.3,54,NA,NA,31.7,24.5,Alive,N,1,Good,NA,JA CK,9/14/2023,JaAndrews_clarku,1,0,0,171887.5558,889804.765,-71.84070785,42.25820483,Quercus bicolor,,NT
952,1053871,American Linden,BOTANY BAY RD,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,2.5,,0,,14.25,6.88,Alive,N,1,Good,Over-mulched,unit100 in line with pears at old tree spot bymail boxcircle,FY,SFR-A,10.45,54,NA,NA,36.8,23,Alive,N,1,Good,Changed species from littleleaf linden to linden,JA CK,9/14/2023,JaAndrews_clarku,1,0,0,171998.2104,889821.4641,-71.83936759,42.25835914,Tilia americana,,NT
953,1054034,Zelkova,BOTANY BAY RD,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,2.55,,0,,16.83,8.71,Alive,N,1,Good,Over-mulched,unit32-36 in wide open space on corner centered 10' from rd-CHANGED FROM EB,FY,SFR-A,10.5,54,NA,NA,34.3,32,Alive,N,1,Good,NA,JA CK,9/14/2023,JaAndrews_clarku,0,1,0,171883.1614,889834.7615,-71.84076256,42.25847473,Zelkova serrata,,NT
954,1053987,Blackgum,BOTANY BAY RD,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,1.2,,0,,10.42,5.79,Alive,N,1,Good,Over-mulched,2 inline 10' from sidewalk in front of 1 & 11 Thistle LN,FY,SFR-A,4.5,54,NA,NA,13.7,17.5,Alive,N,1,Good,NA,JA CK,9/14/2023,JaAndrews_clarku,0,1,0,172027.4805,889845.9339,-71.83901404,42.25858049,Nyssa sylvatica,,NT
955,1053864,American Linden,Botany Bay,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,2,4.5,0,,12.83,8.71,Alive,N,1,Good,Very over mulched,bayberry unit 8-10 5' from rd bewteen 2 drives,FY,SFR-A,7.9,54,NA,NA,30,21.5,Alive,Y,1,Good,Changed species from little leaf linden to linden,JA CK,9/14/2023,JaAndrews_clarku,1,0,0,171906.7219,889861.2954,-71.8404783,42.25871446,Tilia americana,,NT
8502,1053245,Honeylocust,TEMPLE ST,19,Worcester,Spring 2012,6/18/2015,MP,INST,0, ,0, ,0,0,NA,N,NA,, ,edge of parking lot back side 3' left of jersey barrier,MP,INST,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,1,0,0,175449.7272,889865.2843,NA,NA,Gleditsia triacanthos,,NT
956,1053724,Zelkova,BOTANY BAY RD,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,2.65,,0,,13.83,7.63,Alive,N,1,Good,Over-mulched,5 inline 10' from sidewalk centered on each unit-CHANGED FROM PO,FY,SFR-A,11.7,54,NA,NA,38.5,32.5,Alive,N,1,Good,NA,JA AN CK,9/16/2023,JaAndrews_clarku,0,1,0,171996.306,889878.1113,-71.83923483,42.25874782,Zelkova serrata,,NT
957,1053985,Blackgum,BOTANY BAY RD,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,1.15,,0,,8.5,4.25,Alive,N,1,Good,Over-mulched,2 inline 10' from sidewalk in front of 1 & 11 Thistle LN,FY,SFR-A,4.5,54,NA,NA,16.9,16,Alive,N,1,Good,NA,JA CK,9/14/2023,JaAndrews_clarku,0,1,0,172077.1855,889881.3728,-71.83841334,42.25890132,Nyssa sylvatica,,NT
958,1053607,Zelkova,BOTANY BAY RD,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,2.3,,1.6,,15.83,10.08,Alive,N,1,Good,Over-mulched,5 inline 10' from sidewalk centered on each unit-CHANGED FROM PO,FY,SFR-A,9.6,54,NA,NA,32.1,25,Alive,N,2,Fair,"Cracked, peeling bark",JA AN CK,9/16/2023,JaAndrews_clarku,0,1,0,171992.2618,889882.9562,-71.83944265,42.25891254,Zelkova serrata,,NT
8503,1053247,Honeylocust,TEMPLE ST,19,Worcester,Spring 2012,6/18/2015,MP,INST,0, ,0, ,0,0,NA,N,NA,, ,left side of parking lot in corner,MP,INST,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,1,0,0,175497.592,889885.0401,NA,NA,Gleditsia triacanthos,,NT
959,1053606,Zelkova,BOTANY BAY RD,80,Worcester,Spring 2012,6/24/2015,FY,SFR-A,3.05,,0,,16.25,12.75,Alive,N,1,Good,Over-mulched,5 inline 10' from sidewalk centered on each unit-CHANGED FROM PO,FY,SFR-A,12.6,48,NA,NA,35.4,32,Alive,N,1,Good,NA,JA AN CK,9/16/2023,JaAndrews_clarku,0,1,0,171983.4382,889893.803,-71.83955011,42.25900987,Zelkova serrata,,NT
960,1053605,Zelkova,BOTANY BAY RD,80,Worcester,Spring 2012,6/17/2015,FY,MFR,0, ,0, ,0,0,NA,N,NA,,Replanted this year,5 inline 10' from sidewalk centered on each unit-CHANGED FROM PO,FY,MFR,NA,NA,NA,NA,NA,NA,Removed,NA,NA,NA,NA,NA,NA,NA,0,1,0,171977.5246,889903.4393,NA,NA,Zelkova serrata,,NT
