OBJECTID,ID,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,ObservationDate_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_baseline,NOTES_baseline,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials_2023,EditDate,Editor,SHADE,ORNAMENTAL,EVERGREEN,LONGITUDE,LATITUDE,POINT_X,POINT_Y,Scientific.Name
71,1150,Blackgum,BAY STATE RD,121,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed/Missing,N,0,0,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,RC TH NG,6/13/2023,THonnef_clarku,1,0,0,176540.209,894703.8659,-71.78451868,42.30246434,Nyssa sylvatica
72,1151,Dawn Redwood,BAY STATE RD,121,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,2.6,4.5,0,0,16,8.1,Alive,N,1,Good,  ,,BY,SFR-D,10.2,54,0,0,25.1,23.5,Alive,0,2,Good,,RC TH NG,6/13/2023,THonnef_clarku,0,0,1,176543.4867,894695.5349,-71.78447859,42.30238944,Metasequoia glyptostroboides
73,1152,Dawn Redwood,BAY STATE RD,121,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,2.15,4.5,0,0,16,8.4,Alive,N,1,Good,  ,,BY,SFR-D,12.4,44,0,0,25.9,25,Alive,0,1,Good,,RC TH NG,6/13/2023,THonnef_clarku,0,0,1,176546.9401,894687.7234,-71.7844364,42.30231921,Metasequoia glyptostroboides
74,1153,Dawn Redwood,BAY STATE RD,121,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed/Missing,N,0,0,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,RC TH NG,6/13/2023,THonnef_clarku,0,0,1,176550.5629,894678.5246,-71.78439209,42.30223651,Metasequoia glyptostroboides
75,1163,Kousa Dogwood,BELLINGHAM RD,3,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.7,20,0,0,10.5,12.5,Alive,0,1,Good,,AN TH,6/14/2023,THonnef_clarku,0,1,0,176202.5862,895019.542,-71.78862627,42.30529611,Cornus kousa
76,1164,American Arborvitae,BELLINGHAM RD,5,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.8,54,1.9,54,15.5,5,Alive,0,1,Good,,AN AR,6/27/2023,ANelson_clarku,0,0,1,176221.5951,895026.3251,-71.788396,42.30535776,Thuja occidentalis
77,1165,American Arborvitae,BELLINGHAM RD,5,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.9,54,0,0,15.5,5,Alive,0,1,Good,,AN AR,6/27/2023,ARichmondCrosset_clarku,0,0,1,176217.1627,895024.6386,-71.78844969,42.30534244,Thuja occidentalis
78,1166,American Arborvitae,BELLINGHAM RD,5,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,5.4,54,1.6,54,15.5,5,Alive,0,1,Good,,AN AR,6/27/2023,ANelson_clarku,0,0,1,176224.071,895024.6359,-71.7883659,42.30534262,Thuja occidentalis
79,1167,American Arborvitae,BELLINGHAM RD,5,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,5.7,54,5.1,54,15.5,5,Alive,0,1,Good,,AN AR,6/27/2023,ANelson_clarku,0,0,1,176227.7155,895024.5409,-71.7883217,42.30534188,Thuja occidentalis
80,1168,American Arborvitae,BELLINGHAM RD,5,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,6.3,54,3.6,54,15.5,5,Alive,0,1,Good,,AN AR,6/27/2023,ANelson_clarku,0,0,1,176219.2118,895024.7625,-71.78842484,42.30534361,Thuja occidentalis
81,1172,Littleleaf Linden,BERGSTROM RD,6,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,,CK JA TH,6/26/2023,THonnef_clarku,1,0,0,176546.5791,896317.2455,-71.78450669,42.31698951,Tilia cordata
82,1173,Sargent Cherry,BERGSTROM RD,6,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CK JA TH,6/26/2023,THonnef_clarku,0,1,0,176535.0227,896335.5079,-71.78464762,42.31715358,Prunus sargentii
83,1174,Sargent Cherry,BEVERLY RD,178,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,3.45,35,0,0,13.5,10.75,Alive,0,1,Good,"weedwacker damage, flowering!",CBCKAS,6/29/2023,CBate_clarku,0,1,0,176679.6595,894217.4822,-71.78280789,42.29808968,Prunus sargentii
84,1176,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.1,54,0,0,15,7,Alive,0,1,Good,,CB RC AR,7/6/2023,CBate_clarku,0,0,1,176621.4843,894357.4501,-71.78351902,42.29934805,Thuja occidentalis
85,1177,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.95,1.1,0,0,15,7,Alive,0,1,Good,,CBCKAS,6/29/2023,CBate_clarku,0,0,1,176628.785,894359.2084,-71.78343056,42.2993641,Thuja occidentalis
86,1178,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CBCKAS,6/29/2023,CBate_clarku,0,0,1,176631.589,894360.324,-71.7833966,42.29937422,Thuja occidentalis
87,1179,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.5,2.3,0,0,15,7,Alive,0,1,Good,,CBCKAS,6/29/2023,CBate_clarku,0,0,1,176623.7162,894357.5328,-71.78349196,42.29934886,Thuja occidentalis
88,1180,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.2,54,0,0,15,7,Alive,0,1,Good,,CBCKAS,7/6/2023,ARichmondCrosset_clarku,0,0,1,176619.1569,894357.0115,-71.78354723,42.29934403,Thuja occidentalis
89,1181,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,1.8,0,0,0,10,5,Alive,0,1,Good,,CBCKAS,6/29/2023,CBate_clarku,0,0,1,176630.1637,894359.6677,-71.78341386,42.29936827,Thuja occidentalis
90,1182,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.9,0,3,0,15,7,Alive,0,1,Good,,CBCKAS,7/6/2023,racolon_clarku,0,0,1,176622.8638,894357.6405,-71.7835023,42.2993498,Thuja occidentalis
91,1183,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.35,0,2.3,0,15,7,Alive,0,1,Good,,CBCKAS,6/29/2023,CBate_clarku,0,0,1,176627.2175,894359.1223,-71.78344956,42.29936327,Thuja occidentalis
92,1184,Kousa Dogwood,BEVERLY RD,218,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.05,28,0,0,15.8,11.75,Alive,0,1,Good,,CBCKAS,6/29/2023,CBate_clarku,0,1,0,176625.0143,894359.1545,-71.78347628,42.2993635,Cornus kousa
93,1185,Dawn Redwood,BEVERLY RD,229,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CBCKAS,6/29/2023,CBate_clarku,0,0,1,176556.9874,894377.6482,-71.78430201,42.29952796,Metasequoia glyptostroboides
94,1186,Japanese Tree Lilac,BEVERLY RD,229,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,4.7,0,0,0,20.8,14.25,Alive,0,1,Good,,CBCKAS,6/29/2023,CBate_clarku,0,1,0,176558.862,894385.4905,-71.78427959,42.29959861,Syringa reticulata
95,1187,Kousa Dogwood,BEVERLY RD,229,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,Unable to access,AN CB CK,6/29/2023,ANelson_clarku,0,1,0,176549.956,894365.4293,-71.78438679,42.29941774,Cornus kousa
96,1188,White Fir,BEVERLY RD,229,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,22,0,Alive,0,1,Good,fence,CBCKAS,6/29/2023,CBate_clarku,0,0,1,176545.0318,894375.2905,-71.7844469,42.29950637,Abies concolor
97,1189,Kousa Dogwood,BEVERLY RD,264,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,KS TH,6/15/2023,THonnef_clarku,0,1,0,176505.2839,894566.044,-71.78493666,42.3012225,Cornus kousa
98,1192,Kousa Dogwood,BEVERLY RD,280,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,5.8,26,0,0,20,25,Alive,0,1,Good,,KS TH,6/15/2023,THonnef_clarku,0,1,0,176487.8702,894628.4954,-71.78515038,42.30178422,Cornus kousa
99,1193,Japanese Tree Lilac,BEVERLY RD,284,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,6.8,44,0,0,18,15.5,Alive,0,1,Good,"Wrong address, is at 284",KS TH,6/15/2023,THonnef_clarku,0,1,0,176474.1117,894618.2232,-71.78531682,42.30169132,Syringa reticulata
100,1194,Sargent Cherry,BEVERLY RD,284,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,3.4,45,0,0,11,11,Alive,0,1,Good,"Wrong address, should be at 284",KS TH,6/15/2023,THonnef_clarku,0,1,0,176482.0259,894620.0877,-71.78522092,42.30170835,Prunus sargentii
101,1254,Blackgum,BIRMINGHAM RD,7,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CK JA TH,6/26/2023,THonnef_clarku,1,0,0,176144.551,896299.0026,-71.78938279,42.3168131,Nyssa sylvatica
102,1265,Kousa Dogwood,BIRMINGHAM RD,26,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,5.7,17,0,0,12.8,17.5,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,1,0,176319.5508,896318.7692,-71.78726075,42.31699638,Cornus kousa
103,1273,Kousa Dogwood,BLUE BELL RD,9,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CK JA TH,6/26/2023,THonnef_clarku,0,1,0,176382.6096,896233.2272,-71.78649232,42.31622817,Cornus kousa
104,1275,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0.3,4.5,0,0,5.5,3.08,Alive,N,1,Good,  ,,BY,SFR-D,1.05,54,0,0,8.1,4,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176475.0423,896249.23,-71.78537172,42.31637503,Thuja occidentalis
105,1276,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,1,4.5,0,0,7,3.67,Alive,N,1,Good,  ,,BY,SFR-D,3.9,23,0,0,13.4,6,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176480.9666,896251.9835,-71.78529996,42.3164,Thuja occidentalis
106,1277,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,1,4.5,0,0,7,3.79,Alive,N,1,Good,  ,,BY,SFR-D,2.15,50,0.8,54,12,6,Alive,0,1,Good,Points in wrong place,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176479.2216,896250.4293,-71.78532107,42.31638595,Thuja occidentalis
107,1278,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0.9,4.5,0,0,7,3.75,Alive,N,1,Good,  ,,BY,SFR-D,1.7,54,0.55,54,9.3,5,Alive,0,1,Good,Points are not in the right place,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176472.2541,896247.8526,-71.78540548,42.31636255,Thuja occidentalis
108,1279,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0.7,4.5,0,0,6,4.125,Alive,N,1,Good,  ,,BY,SFR-D,3.9,23,0,0,13.8,6,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176480.9666,896251.9835,-71.78529996,42.3164,Thuja occidentalis
109,1280,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.4,22,1.2,22,10.5,6,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176484.4495,896253.0119,-71.78525776,42.31640936,Thuja occidentalis
110,1281,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0.6,4.5,0,0,6,3,Alive,N,1,Good,  ,,BY,SFR-D,2.8,54,0,0,13.4,5.75,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176480.9666,896251.9835,-71.78529996,42.3164,Thuja occidentalis
111,1282,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0.5,4.5,0,0,6,4,Alive,N,1,Good,  ,,BY,SFR-D,2.2,54,1.3,26,11.1,6,Alive,0,1,Good,Points in wrong place,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176477.4813,896250.2618,-71.78534217,42.31638439,Thuja occidentalis
112,1283,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed/Missing,N,0,0,  ,,BY,SFR-D,2.4,54,0,0,12.5,5.5,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,0,1,176482.356,896251.2855,-71.78528308,42.31639376,Thuja occidentalis
113,1288,Sargent Cherry,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,2.4,4.5,0,0,15.33,7.25,Alive,N,1,Good,  ,,BY,SFR-D,5.9,54,0,0,23.4,19.5,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,1,0,176466.3785,896259.659,-71.78547724,42.31646866,Prunus sargentii
114,1289,Sargent Cherry,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,2.3,4.5,0,0,17,10.75,Alive,N,1,Good,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CK JA TH,6/26/2023,THonnef_clarku,0,1,0,176469.133,896250.9831,-71.78544347,42.31639063,Prunus sargentii
115,1331,American Arborvitae,BRANDON RD,96,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,b'547265657320776572656e89dbaa74206576657220706c616e746564207468657265206163636f7264696e6720746f207265736964656e742c20706f696e747320646964206e6f74206d61746368207570',AN JA CK,7/6/2023,ANelson_clarku,0,0,1,176270.1064,895741.9567,-71.78783693,42.31180194,Thuja occidentalis
116,1332,American Arborvitae,BRANDON RD,96,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,b'547265657320776572656e89dbaa74206576657220706c616e746564207468657265206163636f7264696e6720746f207265736964656e742c20706f696e747320646964206e6f74206d61746368207570',AN JA CK,7/6/2023,ANelson_clarku,0,0,1,176273.1721,895743.5934,-71.78779981,42.31181677,Thuja occidentalis
117,1333,American Arborvitae,BRANDON RD,96,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN JA CK,7/6/2023,ANelson_clarku,0,0,1,176270.392,895749.1191,-71.78783376,42.31186643,Thuja occidentalis
118,1416,Japanese Tree Lilac,BRIGHTON RD,22,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,20,0,Alive,0,1,Good,,AN AR,6/27/2023,ANelson_clarku,0,1,0,176258.9957,894797.9841,-71.78793304,42.30330318,Syringa reticulata
119,1417,Japanese Tree Lilac,BRIGHTON RD,22,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,20,0,Alive,0,1,Good,b'5265736964656e74206469646e89dbaa7420616e7377657220616e64206c617267652066656e636520696e206261636b',AN AR,6/27/2023,ARichmondCrosset_clarku,0,1,0,176262.1772,894797.3946,-71.78789443,42.30329796,Syringa reticulata
120,1418,Kousa Dogwood,BRIGHTON RD,22,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,5.6,16,0,0,12.7,18,Alive,0,1,Good,,AN AR,6/27/2023,ANelson_clarku,0,1,0,176260.5203,894823.9954,-71.78791562,42.3035374,Cornus kousa
121,1423,Kousa Dogwood,BRIGHTON RD,58,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,3.3,25,0,0,9.6,13.5,Alive,0,1,Good,,AN AR,6/27/2023,ANelson_clarku,0,1,0,176425.7685,894819.6,-71.7859113,42.30350283,Cornus kousa
122,1424,Sargent Cherry,BRIGHTON RD,58,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,13.9,54,0,0,21.7,27,Alive,0,1,Good,,AN AR,6/27/2023,ANelson_clarku,0,1,0,176438.2481,894798.6747,-71.7857591,42.30331482,Prunus sargentii
123,1457,Sargent Cherry,BURNCOAT ST,224,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-A,4.3,41,0,0,11.3,11,Alive,0,1,Good,,ARCB,6/13/2023,CBate_clarku,0,1,0,176114.6525,894611.1875,-71.78967594,42.30161708,Prunus sargentii
124,1468,American Arborvitae,BURNCOAT ST,248,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.8,0,3.7,0,15.5,7,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,0,1,176081.457,894779.4642,-71.79008547,42.30313103,Thuja occidentalis
125,1469,American Arborvitae,BURNCOAT ST,248,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.7,0,1,0,13.1,7,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,0,1,176084.9678,894779.169,-71.79004288,42.30312848,Thuja occidentalis
126,1470,American Arborvitae,BURNCOAT ST,248,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2,0,1.9,0,10.5,6,Alive,0,1,Good,leaning and very shaded by norway maple,AR CB,6/13/2023,CBate_clarku,0,0,1,176093.8087,894779.7593,-71.78993568,42.30313406,Thuja occidentalis
127,1471,American Arborvitae,BURNCOAT ST,248,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.3,0,0,0,14.2,7,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,0,1,176091.1187,894778.6122,-71.78996826,42.30312365,Thuja occidentalis
128,1472,American Arborvitae,BURNCOAT ST,248,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.5,0,3.4,0,12.9,7.5,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,0,1,176088.2033,894779.0437,-71.79000363,42.30312745,Thuja occidentalis
129,1473,Crabapple,BURNCOAT ST,248,Worcester,Fall 2010,6/25/2014,Back Yard,Single-family,1.5,1,0,0,7,5.55,Alive,Y,1,Good,  ,,BY,SFR-D,2.6,0,1.4,0,12.2,8,Alive,0,1,Good,covered in english ivy,AR CB,6/13/2023,CBate_clarku,0,1,0,176077.1928,894779.5559,-71.79013719,42.30313172,Malus sylvestris 
130,1474,Crabapple,BURNCOAT ST,248,Worcester,Fall 2010,6/25/2014,Back Yard,Single-family,2,1,0,0,6.5,7.8,Alive,Y,1,Good,  ,,BY,SFR-D,1.5,0,0,0,8,4,Alive,0,4,Poor,behind a shed,AR CB,6/13/2023,CBate_clarku,0,1,0,176076.6135,894789.7344,-71.79014463,42.30322334,Malus sylvestris 
131,1475,Kousa Dogwood,BURNCOAT ST,248,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.4,32,0,0,9.3,8,Alive,0,1,Fair,,AR CB,6/13/2023,CBate_clarku,0,1,0,176076.683,894784.7596,-71.79014359,42.30317856,Cornus kousa
132,1476,Crabapple,BURNCOAT ST,250,Worcester,Fall 2010,6/25/2014,Back Yard,Single-family,1.2,4.5,0,0,10,7.75,Alive,N,1,Good,  ,,BY,SFR-D,4,54,0,0,13.4,19.5,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,1,0,176089.2727,894797.479,-71.78999142,42.30329345,Malus sylvestris 
133,1477,Japanese Tree Lilac,BURNCOAT ST,250,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.8,0,0,0,17.3,12,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,1,0,176076.3923,894810.7248,-71.79014818,42.30341231,Syringa reticulata
134,1478,Kousa Dogwood,BURNCOAT ST,250,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AR CB,6/13/2023,CBate_clarku,0,1,0,176094.9698,894811.9564,-71.78992292,42.30342396,Cornus kousa
135,1479,Kousa Dogwood,BURNCOAT ST,250,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4,7,0,0,11.6,14,Alive,0,1,Good,leaning,AR CB,6/13/2023,CBate_clarku,0,1,0,176082.9315,894812.2425,-71.79006894,42.30342617,Cornus kousa
136,1480,White Fir,BURNCOAT ST,250,Worcester,Fall 2010,,back yard,single family,2.08,,NA,,20,8.756666667,Alive,N,1,Good,  ,,BY,SFR-D,5.1,0,0,0,19.3,10.5,Alive,0,2,Good,,AR CB,6/13/2023,CBate_clarku,0,0,1,176075.6318,894805.3911,-71.79015719,42.30336426,Abies concolor
137,1481,White Fir,BURNCOAT ST,250,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,7.1,0,0,0,20.2,10.5,Alive,0,1,Good,,ALIVE,6/13/2023,CBate_clarku,0,0,1,176075.2543,894801.7177,-71.79016161,42.30333118,Abies concolor
138,1494,Kousa Dogwood,BURNCOAT ST,326,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,"Back yard tree, single family",AR AN NG,6/7/2023,NGeron_clarku,0,1,0,176126.0755,895348.2236,-71.78956775,42.30825284,Cornus kousa
139,1495,Kousa Dogwood,BURNCOAT ST,326,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,6.2,8,0,0,11.5,12.25,Alive,1,1,Good,,AR AN NG,6/7/2023,NGeron_clarku,0,1,0,176155.9931,895362.7058,-71.78920548,42.30838413,Cornus kousa
140,1496,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3,54,1.3,54,10,5,Alive,0,1,Good,,CB RC TH AR,6/20/2023,THonnef_clarku,0,0,1,176209.8532,895398.0604,-71.78855366,42.30870407,Thuja occidentalis
141,1497,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.6,0,0,0,10,5,Alive,0,1,Good,,CB AR RC TH,6/20/2023,CBate_clarku,0,0,1,176210.8997,895403.0217,-71.78854118,42.30874877,Thuja occidentalis
142,1498,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.5,0,0.9,0,10,5,Alive,0,1,Good,,CB AR RC TH,6/20/2023,CBate_clarku,0,0,1,176210.0598,895405.5556,-71.78855147,42.30877155,Thuja occidentalis
143,1499,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0.4,54,2.8,50,10,5,Alive,0,1,Good,,CB RC TH AR,6/20/2023,THonnef_clarku,0,0,1,176209.7306,895400.0211,-71.78855523,42.30872172,Thuja occidentalis
144,1500,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,1.1,54,0,0,10,5,Alive,0,1,Good,,CB RC TH AR,6/20/2023,THonnef_clarku,0,0,1,176209.2656,895396.9555,-71.78856075,42.3086941,Thuja occidentalis
