OBJECTID,ID,OID_,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,Observation_Date_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_1,Comments_2,Comments_3,NOTES,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials,SHADE,ORNAMENTAL,EVERGREEN,EditDate,Editor,x,y,Scientific.Name
78,1166,686,American Arborvitae,BELLINGHAM RD,5,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,5.4,54,1.6,54,15.5,5,Alive,0,1,Good,,AN AR,0,0,1,6/27/2023,ANelson_clarku,,,Thuja occidentalis
79,1167,685,American Arborvitae,BELLINGHAM RD,5,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,5.7,54,5.1,54,15.5,5,Alive,0,1,Good,,AN AR,0,0,1,6/27/2023,ANelson_clarku,,,Thuja occidentalis
80,1168,688,American Arborvitae,BELLINGHAM RD,5,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,6.3,54,3.6,54,15.5,5,Alive,0,1,Good,,AN AR,0,0,1,6/27/2023,ANelson_clarku,,,Thuja occidentalis
81,1172,690,Littleleaf Linden,BERGSTROM RD,6,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,,"CK, JA, TH",1,0,0,6/26/2023,THonnef_clarku,,,Tilia cordata
82,1173,691,Sargent Cherry,BERGSTROM RD,6,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Prunus sargentii
83,1174,699,Sargent Cherry,BEVERLY RD,178,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,3.45,35,0,0,13.5,10.75,Alive,0,1,Good,"weedwacker damage, flowering!","cb,ck,as",0,1,0,6/29/2023,CBate_clarku,,,Prunus sargentii
84,1176,701,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4.1,54,0,0,15,7,Alive,0,1,Good,,"cb, rc, ar",0,0,1,7/6/2023,CBate_clarku,,,Thuja occidentalis
85,1177,706,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.95,1.1,0,0,15,7,Alive,0,1,Good,,"cb,ck,as",0,0,1,6/29/2023,CBate_clarku,,,Thuja occidentalis
86,1178,708,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"cb,ck,as",0,0,1,6/29/2023,CBate_clarku,,,Thuja occidentalis
87,1179,702,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.5,2.3,0,0,15,7,Alive,0,1,Good,,"cb,ck,as",0,0,1,6/29/2023,CBate_clarku,,,Thuja occidentalis
88,1180,700,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4.2,54,0,0,15,7,Alive,0,1,Good,,"cb,ck,as",0,0,1,7/6/2023,ARichmondCrosset_clarku,,,Thuja occidentalis
89,1181,707,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,1.8,0,0,0,10,5,Alive,0,1,Good,,"cb,ck,as",0,0,1,6/29/2023,CBate_clarku,,,Thuja occidentalis
90,1182,703,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.9,0,3,0,15,7,Alive,0,1,Good,,"cb,ck,as",0,0,1,7/6/2023,racolon_clarku,,,Thuja occidentalis
91,1183,704,American Arborvitae,BEVERLY RD,218,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4.35,0,2.3,0,15,7,Alive,0,1,Good,,"cb,ck,as",0,0,1,6/29/2023,CBate_clarku,,,Thuja occidentalis
92,1184,705,Kousa Dogwood,BEVERLY RD,218,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4.05,28,0,0,15.8,11.75,Alive,0,1,Good,,"cb,ck,as",0,1,0,6/29/2023,CBate_clarku,,,Cornus kousa
93,1185,711,Dawn Redwood,BEVERLY RD,229,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"cb,ck,as",0,0,1,6/29/2023,CBate_clarku,,,Metasequoia glyptostroboides
94,1186,712,Japanese Tree Lilac,BEVERLY RD,229,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,4.7,0,0,0,20.8,14.25,Alive,0,1,Good,,"cb,ck,as",0,1,0,6/29/2023,CBate_clarku,,,Syringa reticulata
95,1187,709,Kousa Dogwood,BEVERLY RD,229,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,Unable to access,AN CB CK,0,1,0,6/29/2023,ANelson_clarku,,,Cornus kousa
96,1188,710,White Fir,BEVERLY RD,229,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,22,0,Alive,0,1,Good,fence,"cb,ck,as",0,0,1,6/29/2023,CBate_clarku,,,Abies concolor
97,1189,719,Kousa Dogwood,BEVERLY RD,264,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"KS, TH",0,1,0,6/15/2023,THonnef_clarku,,,Cornus kousa
98,1192,579,Kousa Dogwood,BEVERLY RD,280,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,5.8,26,0,0,20,25,Alive,0,1,Good,,"KS, TH",0,1,0,6/15/2023,THonnef_clarku,,,Cornus kousa
99,1193,577,Japanese Tree Lilac,BEVERLY RD,284,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,6.8,44,0,0,18,15.5,Alive,0,1,Good,"Wrong address, is at 284","KS, TH",0,1,0,6/15/2023,THonnef_clarku,,,Syringa reticulata
100,1194,578,Sargent Cherry,BEVERLY RD,284,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,3.4,45,0,0,11,11,Alive,0,1,Good,"Wrong address, should be at 284","KS, TH",0,1,0,6/15/2023,THonnef_clarku,,,Prunus sargentii
101,1254,964,Blackgum,BIRMINGHAM RD,7,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"CK, JA, TH",1,0,0,6/26/2023,THonnef_clarku,,,Nyssa sylvatica
102,1265,966,Kousa Dogwood,BIRMINGHAM RD,26,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,5.7,17,0,0,12.8,17.5,Alive,0,1,Good,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Cornus kousa
103,1273,584,Kousa Dogwood,BLUE BELL RD,9,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Cornus kousa
104,1275,413,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0.3,4.5,0,0,5.5,3.08,Alive,N,1-25%,Good,,,,,BY,SFR-D,1.05,54,0,0,8.1,4,Alive,0,1,Good,,"CK, JA, TH",0,0,1,6/26/2023,THonnef_clarku,,,Thuja occidentalis
105,1276,419,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,1,4.5,0,0,7,3.67,Alive,N,1-25%,Good,,,,,BY,SFR-D,3.9,23,0,0,13.4,6,Alive,0,1,Good,,"CK, JA, TH",0,0,1,6/26/2023,THonnef_clarku,,,Thuja occidentalis
106,1277,415,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,1,4.5,0,0,7,3.79,Alive,N,1-25%,Good,,,,,BY,SFR-D,2.15,50,0.8,54,12,6,Alive,0,1,Good,Points in wrong place,"CK, JA, TH",0,0,1,6/26/2023,THonnef_clarku,,,Thuja occidentalis
107,1278,412,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0.9,4.5,0,0,7,3.75,Alive,N,1-25%,Good,,,,,BY,SFR-D,1.7,54,0.55,54,9.3,5,Alive,0,1,Good,Points are not in the right place,"CK, JA, TH",0,0,1,6/26/2023,THonnef_clarku,,,Thuja occidentalis
108,1279,420,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0.7,4.5,0,0,6,4.125,Alive,N,1-25%,Good,,,,,BY,SFR-D,3.9,23,0,0,13.8,6,Alive,0,1,Good,,"CK, JA, TH",0,0,1,6/26/2023,THonnef_clarku,,,Thuja occidentalis
109,1280,586,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2.4,22,1.2,22,10.5,6,Alive,0,1,Good,,"CK, JA, TH",0,0,1,6/26/2023,THonnef_clarku,,,Thuja occidentalis
110,1281,418,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0.6,4.5,0,0,6,3,Alive,N,1-25%,Good,,,,,BY,SFR-D,2.8,54,0,0,13.4,5.75,Alive,0,1,Good,,"CK, JA, TH",0,0,1,6/26/2023,THonnef_clarku,,,Thuja occidentalis
111,1282,414,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0.5,4.5,0,0,6,4,Alive,N,1-25%,Good,,,,,BY,SFR-D,2.2,54,1.3,26,11.1,6,Alive,0,1,Good,Points in wrong place,"CK, JA, TH",0,0,1,6/26/2023,THonnef_clarku,,,Thuja occidentalis
112,1283,417,American Arborvitae,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed/Missing,N,0,0,,,,,BY,SFR-D,2.4,54,0,0,12.5,5.5,Alive,0,1,Good,,"CK, JA, TH",0,0,1,6/26/2023,THonnef_clarku,,,Thuja occidentalis
113,1288,421,Sargent Cherry,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,2.4,4.5,0,0,15.33,7.25,Alive,N,1-25%,Good,,,,,BY,SFR-D,5.9,54,0,0,23.4,19.5,Alive,0,1,Good,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Prunus sargentii
114,1289,416,Sargent Cherry,BLUE BELL RD,10,Worcester,Fall 2010,6/26/2014,Back Yard,Single-family,2.3,4.5,0,0,17,10.75,Alive,N,1-25%,Good,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Prunus sargentii
115,1331,1109,American Arborvitae,BRANDON RD,96,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,b'547265657320776572656e89dbaa74206576657220706c616e746564207468657265206163636f7264696e6720746f207265736964656e742c20706f696e747320646964206e6f74206d61746368207570',AN JA CK,0,0,1,7/6/2023,ANelson_clarku,,,Thuja occidentalis
116,1332,1110,American Arborvitae,BRANDON RD,96,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,b'547265657320776572656e89dbaa74206576657220706c616e746564207468657265206163636f7264696e6720746f207265736964656e742c20706f696e747320646964206e6f74206d61746368207570',AN JA CK,0,0,1,7/6/2023,ANelson_clarku,,,Thuja occidentalis
117,1333,1111,American Arborvitae,BRANDON RD,96,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN JA CK,0,0,1,7/6/2023,ANelson_clarku,,,Thuja occidentalis
118,1416,1257,Japanese Tree Lilac,BRIGHTON RD,22,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,20,0,Alive,0,1,Good,,AN AR,0,1,0,6/27/2023,ANelson_clarku,,,Syringa reticulata
119,1417,1256,Japanese Tree Lilac,BRIGHTON RD,22,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,20,0,Alive,0,1,Good,b'5265736964656e74206469646e89dbaa7420616e7377657220616e64206c617267652066656e636520696e206261636b',AN AR,0,1,0,6/27/2023,ARichmondCrosset_clarku,,,Syringa reticulata
120,1418,1262,Kousa Dogwood,BRIGHTON RD,22,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,5.6,16,0,0,12.7,18,Alive,0,1,Good,,AN AR,0,1,0,6/27/2023,ANelson_clarku,,,Cornus kousa
121,1423,1260,Kousa Dogwood,BRIGHTON RD,58,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,3.3,25,0,0,9.6,13.5,Alive,0,1,Good,,AN AR,0,1,0,6/27/2023,ANelson_clarku,,,Cornus kousa
122,1424,1258,Sargent Cherry,BRIGHTON RD,58,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,13.9,54,0,0,21.7,27,Alive,0,1,Good,,AN AR,0,1,0,6/27/2023,ANelson_clarku,,,Prunus sargentii
123,1457,1482,Sargent Cherry,BURNCOAT ST,224,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-A,4.3,41,0,0,11.3,11,Alive,0,1,Good,,"ar,cb",0,1,0,6/13/2023,CBate_clarku,,,Prunus sargentii
124,1468,1501,American Arborvitae,BURNCOAT ST,248,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4.8,0,3.7,0,15.5,7,Alive,0,1,Good,,"ar, cb",0,0,1,6/13/2023,CBate_clarku,,,Thuja occidentalis
125,1469,1500,American Arborvitae,BURNCOAT ST,248,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.7,0,1,0,13.1,7,Alive,0,1,Good,,"ar, cb",0,0,1,6/13/2023,CBate_clarku,,,Thuja occidentalis
126,1470,1502,American Arborvitae,BURNCOAT ST,248,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2,0,1.9,0,10.5,6,Alive,0,1,Good,leaning and very shaded by norway maple,"ar, cb",0,0,1,6/13/2023,CBate_clarku,,,Thuja occidentalis
127,1471,1498,American Arborvitae,BURNCOAT ST,248,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.3,0,0,0,14.2,7,Alive,0,1,Good,,"ar, cb",0,0,1,6/13/2023,CBate_clarku,,,Thuja occidentalis
128,1472,1499,American Arborvitae,BURNCOAT ST,248,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.5,0,3.4,0,12.9,7.5,Alive,0,1,Good,,"ar, cb",0,0,1,6/13/2023,CBate_clarku,,,Thuja occidentalis
129,1473,1337,Crabapple,BURNCOAT ST,248,Worcester,Fall 2010,6/25/2014,Back Yard,Single-family,1.5,1,0,0,7,5.55,Alive,Y,1-25%,Good,,,,,BY,SFR-D,2.6,0,1.4,0,12.2,8,Alive,0,1,Good,covered in english ivy,"ar, cb",0,1,0,6/13/2023,CBate_clarku,,,Malus sylvestris 
130,1474,1339,Crabapple,BURNCOAT ST,248,Worcester,Fall 2010,6/25/2014,Back Yard,Single-family,2,1,0,0,6.5,7.8,Alive,Y,1-25%,Good,,,,,BY,SFR-D,1.5,0,0,0,8,4,Alive,0,4,Poor,behind a shed,"ar, cb",0,1,0,6/13/2023,CBate_clarku,,,Malus sylvestris 
131,1475,1503,Kousa Dogwood,BURNCOAT ST,248,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2.4,32,0,0,9.3,8,Alive,0,1,Fair,,"ar, cb",0,1,0,6/13/2023,CBate_clarku,,,Cornus kousa
132,1476,1340,Crabapple,BURNCOAT ST,250,Worcester,Fall 2010,6/25/2014,Back Yard,Single-family,1.2,4.5,0,0,10,7.75,Alive,N,1-25%,Good,,,,,BY,SFR-D,4,54,0,0,13.4,19.5,Alive,0,1,Good,,"ar, cb",0,1,0,6/13/2023,CBate_clarku,,,Malus sylvestris 
133,1477,1506,Japanese Tree Lilac,BURNCOAT ST,250,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.8,0,0,0,17.3,12,Alive,0,1,Good,,"ar, cb",0,1,0,6/13/2023,CBate_clarku,,,Syringa reticulata
134,1478,1507,Kousa Dogwood,BURNCOAT ST,250,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"ar, cb",0,1,0,6/13/2023,CBate_clarku,,,Cornus kousa
135,1479,1508,Kousa Dogwood,BURNCOAT ST,250,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4,7,0,0,11.6,14,Alive,0,1,Good,leaning,"ar, cb",0,1,0,6/13/2023,CBate_clarku,,,Cornus kousa
136,1480,1505,White Fir,BURNCOAT ST,250,Worcester,Fall 2010,,back yard,single family,2.08,,NA,,20,8.756666667,Alive,N,1-25%,Good,,,,,BY,SFR-D,5.1,0,0,0,19.3,10.5,Alive,0,2,Good,,"ar, cb",0,0,1,6/13/2023,CBate_clarku,,,Abies concolor
137,1481,1504,White Fir,BURNCOAT ST,250,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,7.1,0,0,0,20.2,10.5,Alive,0,1,Good,,alive,0,0,1,6/13/2023,CBate_clarku,,,Abies concolor
138,1494,1514,Kousa Dogwood,BURNCOAT ST,326,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,"Back yard tree, single family","Ar, an, ng",0,1,0,6/7/2023,NGeron_clarku,,,Cornus kousa
139,1495,1516,Kousa Dogwood,BURNCOAT ST,326,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,6.2,8,0,0,11.5,12.25,Alive,1,1,Good,,"Ar, an, ng",0,1,0,6/7/2023,NGeron_clarku,,,Cornus kousa
140,1496,1525,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3,54,1.3,54,10,5,Alive,0,1,Good,,"CB, RC, TH, AR",0,0,1,6/20/2023,THonnef_clarku,,,Thuja occidentalis
141,1497,1527,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2.6,0,0,0,10,5,Alive,0,1,Good,,"cb, ar, rc, th",0,0,1,6/20/2023,CBate_clarku,,,Thuja occidentalis
142,1498,1529,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2.5,0,0.9,0,10,5,Alive,0,1,Good,,"cb, ar, rc, th",0,0,1,6/20/2023,CBate_clarku,,,Thuja occidentalis
143,1499,1526,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0.4,54,2.8,50,10,5,Alive,0,1,Good,,"CB, RC, TH, AR",0,0,1,6/20/2023,THonnef_clarku,,,Thuja occidentalis
144,1500,1524,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,1.1,54,0,0,10,5,Alive,0,1,Good,,"CB, RC, TH, AR",0,0,1,6/20/2023,THonnef_clarku,,,Thuja occidentalis
145,1501,1528,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2.9,0,0,0,10,5,Alive,0,1,Good,,"cb, ar, rc, th",0,0,1,6/20/2023,CBate_clarku,,,Thuja occidentalis
146,1502,1522,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,1.8,50,3.4,50,10,5,Alive,0,1,Good,,"CB, RC, TH, AR",0,0,1,6/20/2023,THonnef_clarku,,,Thuja occidentalis
147,1503,1531,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2.6,54,0,0,10,5,Alive,0,1,Good,GPS point is in the wrong place,"CB, RC, TH, AR",0,0,1,6/20/2023,THonnef_clarku,,,Thuja occidentalis
148,1504,1520,American Arborvitae,BURNCOAT ST,327,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.7,54,1,50,10,5,Alive,0,1,Good,,"CB, RC, TH, AR",0,0,1,6/20/2023,THonnef_clarku,,,Thuja occidentalis
149,1505,1523,Honeylocust,BURNCOAT ST,327,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,11.1,54,0,0,29.7,35,Alive,0,1,Good,,"CB, RC, TH, AR",1,0,0,6/20/2023,THonnef_clarku,,,Gleditsia
150,1506,1521,Littleleaf Linden,BURNCOAT ST,327,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,10,54,0,0,31,30.9,Alive,0,1,Good,,"CB, RC, TH, AR",1,0,0,6/20/2023,THonnef_clarku,,,Tilia cordata
151,1514,1533,Honeylocust,BURNCOAT ST,353,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,11.4,54,0,0,30,30,Alive,0,1,Good,,"CK, KS",1,0,0,6/21/2023,CKluchman_clarku,,,Gleditsia
152,1519,1538,Japanese Tree Lilac,BURNCOAT ST,373,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-A,2.8,36,0,0,9.5,8,Alive,0,1,Good,,"AR, AN",0,1,0,6/15/2023,ARichmondCrosset_clarku,,,Syringa reticulata
153,1522,1539,Red Oak,BURNCOAT ST,373,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-A,0,0,0,0,0,0,Removed,0,0,Dead,,"AR, AN",1,0,0,6/15/2023,ARichmondCrosset_clarku,,,Quercus rubra
154,1524,1540,Sargent Cherry,BURNCOAT ST,388,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,,"AR, TH, NG",0,1,0,6/8/2023,THonnef_clarku,,,Prunus sargentii
155,1532,1544,Kousa Dogwood,BURNCOAT ST,441,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,5.3,25,0,0,10.9,16,Alive,1,1,Good,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Cornus kousa
156,1573,1580,Dawn Redwood,BURNCOAT ST,473,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,12,0,Alive,0,1,Good,,"CK, JA, TH",0,0,1,6/26/2023,THonnef_clarku,,,Metasequoia glyptostroboides
